0.7293 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
5.9645 	INFO 	Loaded monitor calibration from ['2021_05_25 17:40']
5.9800 	WARNING 	User requested fullscreen with size [1920 1200], but screen is actually [1440, 900]. Using actual size
6.6664 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fbf8becdb00>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fbf8af7f5f8>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.6666 	EXP 	window1: mouseVisible = True
6.6666 	EXP 	window1: recordFrameIntervals = False
6.8322 	EXP 	window1: recordFrameIntervals = True
7.0160 	DEBUG 	Screen (0) actual frame rate measured at 59.80
7.0161 	EXP 	window1: recordFrameIntervals = False
7.9557 	INFO 	keyboard.Keyboard is using ptb backend.
7.9972 	EXP 	Created text_2afc_check = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2afc_check', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.2287 	INFO 	keyboard.Keyboard is using ptb backend.
8.2417 	EXP 	Sound sound_2afc_stim_trial set volume 1.000
8.2463 	EXP 	Created text_2afc_response_yes_trial = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2afc_response_yes_trial', opacity=1, ori=0, pos=array([-0.3,  0. ]), rgb=UNKNOWN, text='Yes', units='height', win=Window(...), wrapWidth=1)
8.2485 	EXP 	Created text_2afc_response_no_trial = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2afc_response_no_trial', opacity=1, ori=0, pos=array([0.3, 0. ]), rgb=UNKNOWN, text='No', units='height', win=Window(...), wrapWidth=1)
8.4773 	INFO 	keyboard.Keyboard is using ptb backend.
8.4831 	EXP 	Created text_2afc_question_trial = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2afc_question_trial', opacity=1, ori=0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='Is this a question?', units='height', win=Window(...), wrapWidth=1)
8.7090 	INFO 	keyboard.Keyboard is using ptb backend.
8.7201 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='‘Space’ to continue', units='height', win=Window(...), wrapWidth=1)
8.7201 	EXP 	Sound sound_2afc_stim_trial_2 set volume 1.000
8.7221 	EXP 	Created text_2afc_response_yes_trial_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2afc_response_yes_trial_2', opacity=1, ori=0, pos=array([-0.3,  0. ]), rgb=UNKNOWN, text='Yes', units='height', win=Window(...), wrapWidth=1)
8.7238 	EXP 	Created text_2afc_response_no_trial_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2afc_response_no_trial_2', opacity=1, ori=0, pos=array([0.3, 0. ]), rgb=UNKNOWN, text='No', units='height', win=Window(...), wrapWidth=1)
8.9514 	INFO 	keyboard.Keyboard is using ptb backend.
8.9547 	EXP 	Created text_2afc_question_trial_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2afc_question_trial_2', opacity=1, ori=0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='Is this a question?', units='height', win=Window(...), wrapWidth=1)
8.9715 	EXP 	text_2afc_check: autoDraw = True
9.8396 	DEBUG 	Read csv file with pandas: conditions/conditions_german.csv
9.8414 	DEBUG 	Clearing unnamed columns from conditions/conditions_german.csv
9.8432 	EXP 	Imported conditions/conditions_german.csv as conditions, 49 conditions, 6 params
9.8438 	EXP 	Created sequence: random, trialTypes=49, nReps=1, seed=None
9.8441 	EXP 	New trial (rep=0, index=0): OrderedDict([('pisch', 'conditions/german/pisch_2_1.wav'), ('fisch', 'conditions/german/fisch_2_1.wav'), ('pake', 'conditions/german/pake_2_1.wav'), ('pike', 'conditions/german/pike_2_1.wav'), ('item_num', 8), ('correct_response', 0)])
9.8606 	DATA 	Keypress: space
9.8648 	EXP 	text_2afc_check: autoDraw = False
9.8648 	EXP 	text_2afc_question_trial: autoDraw = True
10.0986 	EXP 	text_2afc_response_yes_trial: autoDraw = True
10.0986 	EXP 	text_2afc_response_no_trial: autoDraw = True
12.2681 	EXP 	New trial (rep=0, index=1): OrderedDict([('pisch', 'conditions/german/pisch_1_2.wav'), ('fisch', 'conditions/german/fisch_1_2.wav'), ('pake', 'conditions/german/pake_1_2.wav'), ('pike', 'conditions/german/pike_1_2.wav'), ('item_num', 2), ('correct_response', 0)])
12.2784 	DATA 	Keypress: 1
12.2856 	EXP 	text_2afc_response_yes_trial: autoDraw = False
12.2856 	EXP 	text_2afc_response_no_trial: autoDraw = False
12.2856 	EXP 	text_2afc_question_trial: autoDraw = False
12.2856 	EXP 	text_2afc_question_trial: autoDraw = True
12.5158 	EXP 	text_2afc_response_yes_trial: autoDraw = True
12.5158 	EXP 	text_2afc_response_no_trial: autoDraw = True
14.3536 	EXP 	New trial (rep=0, index=2): OrderedDict([('pisch', 'conditions/german/pisch_1_6.wav'), ('fisch', 'conditions/german/fisch_1_6.wav'), ('pake', 'conditions/german/pake_1_6.wav'), ('pike', 'conditions/german/pike_1_6.wav'), ('item_num', 6), ('correct_response', 0)])
14.3689 	DATA 	Keypress: 1
14.3730 	EXP 	text_2afc_response_yes_trial: autoDraw = False
14.3730 	EXP 	text_2afc_response_no_trial: autoDraw = False
14.3730 	EXP 	text_2afc_question_trial: autoDraw = False
14.3730 	EXP 	text_2afc_question_trial: autoDraw = True
14.5997 	EXP 	text_2afc_response_yes_trial: autoDraw = True
14.5997 	EXP 	text_2afc_response_no_trial: autoDraw = True
16.2672 	EXP 	New trial (rep=0, index=3): OrderedDict([('pisch', 'conditions/german/pisch_7_6.wav'), ('fisch', 'conditions/german/fisch_7_6.wav'), ('pake', 'conditions/german/pake_7_6.wav'), ('pike', 'conditions/german/pike_7_6.wav'), ('item_num', 48), ('correct_response', 0)])
16.2775 	DATA 	Keypress: 1
16.2847 	EXP 	text_2afc_response_yes_trial: autoDraw = False
16.2847 	EXP 	text_2afc_response_no_trial: autoDraw = False
16.2847 	EXP 	text_2afc_question_trial: autoDraw = False
16.2847 	EXP 	text_2afc_question_trial: autoDraw = True
16.5167 	EXP 	text_2afc_response_yes_trial: autoDraw = True
16.5167 	EXP 	text_2afc_response_no_trial: autoDraw = True
18.3344 	EXP 	New trial (rep=0, index=4): OrderedDict([('pisch', 'conditions/german/pisch_3_1.wav'), ('fisch', 'conditions/german/fisch_3_1.wav'), ('pake', 'conditions/german/pake_3_1.wav'), ('pike', 'conditions/german/pike_3_1.wav'), ('item_num', 15), ('correct_response', 0)])
18.3437 	DATA 	Keypress: 1
18.3494 	EXP 	text_2afc_response_yes_trial: autoDraw = False
18.3494 	EXP 	text_2afc_response_no_trial: autoDraw = False
18.3494 	EXP 	text_2afc_question_trial: autoDraw = False
18.3494 	EXP 	text_2afc_question_trial: autoDraw = True
18.5831 	EXP 	text_2afc_response_yes_trial: autoDraw = True
18.5831 	EXP 	text_2afc_response_no_trial: autoDraw = True
19.7659 	EXP 	New trial (rep=0, index=5): OrderedDict([('pisch', 'conditions/german/pisch_4_1.wav'), ('fisch', 'conditions/german/fisch_4_1.wav'), ('pake', 'conditions/german/pake_4_1.wav'), ('pike', 'conditions/german/pike_4_1.wav'), ('item_num', 22), ('correct_response', 0)])
19.7771 	DATA 	Keypress: 1
19.7825 	EXP 	text_2afc_response_yes_trial: autoDraw = False
19.7825 	EXP 	text_2afc_response_no_trial: autoDraw = False
19.7825 	EXP 	text_2afc_question_trial: autoDraw = False
19.7825 	EXP 	text_2afc_question_trial: autoDraw = True
20.0165 	EXP 	text_2afc_response_yes_trial: autoDraw = True
20.0165 	EXP 	text_2afc_response_no_trial: autoDraw = True
20.8506 	EXP 	New trial (rep=0, index=6): OrderedDict([('pisch', 'conditions/german/pisch_7_2.wav'), ('fisch', 'conditions/german/fisch_7_2.wav'), ('pake', 'conditions/german/pake_7_2.wav'), ('pike', 'conditions/german/pike_7_2.wav'), ('item_num', 44), ('correct_response', 0)])
20.8598 	DATA 	Keypress: 1
20.8654 	EXP 	text_2afc_response_yes_trial: autoDraw = False
