key_resp_3.keys,key_resp_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,slider_2.response,slider_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran
2,2.4383,space,21.5019,1,11.4401,2.978732639,4.7121,0,0,0,5,1,stim/fief_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,4,7.233,5,1.841,0,1,1,0,1,stim/pof_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,4,4.5374,5,0.5949,0,2,2,4,1,stim/fof_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,1,10.0262,4.0215625,1.5315,0,3,3,3,1,stim/p_schwa_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,3,4.7072,2.986128472,1.1831,0,4,4,6,1,stim/feuf_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,4,4.3599,4.037291667,1.3517,0,5,5,2,1,stim/peuf_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,1,5.5495,1,0.9497,0,6,6,7,1,stim/f_schwa_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,3,3.2293,5,1.9836,0,7,7,1,1,stim/pief_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,4,2.7956,5,0.429,1,0,8,2,1,stim/peuf_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,1,4.6526,1.001336806,1.3842,1,1,9,3,1,stim/p_schwa_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,4,2.8295,4.987083333,0.6304,1,2,10,6,1,stim/feuf_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,5,7.6555,3.967638889,0.785,1,3,11,0,1,stim/pof_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,3,2.3689,4.9915625,1.5312,1,4,12,5,1,stim/fief_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,1,3.5197,4.027118056,1.3322,1,5,13,7,1,stim/f_schwa_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,3,3.4509,5,0.8406,1,6,14,1,1,stim/pief_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,5,5.0174,3.016944444,2.6372,1,7,15,4,1,stim/fof_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,3,2.8959,5,1.7658,2,0,16,1,1,stim/pief_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,1,3.5683,3.002517361,1.9357,2,1,17,7,1,stim/f_schwa_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,6,5.4365,3.035677083,2.0733,2,2,18,6,1,stim/feuf_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,4,5.3351,3.035885417,1.1013,2,3,19,0,1,stim/pof_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,3,1.8876,3.031440972,0.8211,2,4,20,4,1,stim/fof_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,1,8.5503,1.009635417,3.5257,2,5,21,3,1,stim/p_schwa_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,3,2.3508,4.98578125,0.6719,2,6,22,5,1,stim/fief_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,4,2.6411,3.003159722,2.0719,2,7,23,2,1,stim/peuf_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,4,2.0514,3.005381944,0.6889,3,0,24,2,1,stim/peuf_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,1,1.7547,1.028142361,0.9051,3,1,25,7,1,stim/f_schwa_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,5,8.69,3.980868056,2.0603,3,2,26,4,1,stim/fof_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
,,,,3,2.2352,2.979791667,0.6566,3,3,27,5,1,stim/fief_g.wav,,001,2022-03-17_16h53.44.869,span_vct,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,
