key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,stim1,stim2,distance,isCorrect
space,1.7452,2,2.4518,2.904322917,1.1629,0,0,0,1,1,stim/faf_g.wav,Prolific 603e86969a3fd3ec23e64a13,001,2022-03-09_13h10.26.108,vct_new,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,
,,3,1.6614,2.986423611,0.9526,0,1,1,6,1,stim/piep_g.wav,Prolific 603e86969a3fd3ec23e64a13,001,2022-03-09_13h10.26.108,vct_new,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,
,,2,2.3494,2.987430556,0.631,0,2,2,3,1,stim/fof_g.wav,Prolific 603e86969a3fd3ec23e64a13,001,2022-03-09_13h10.26.108,vct_new,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,
,,1,1.6366,2.987430556,0.6208,0,3,3,0,1,stim/f_schwa_g.wav,Prolific 603e86969a3fd3ec23e64a13,001,2022-03-09_13h10.26.108,vct_new,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,
,,1,2.8473,2.987430556,0.6084,0,4,4,4,1,stim/p_schwa_g.wav,Prolific 603e86969a3fd3ec23e64a13,001,2022-03-09_13h10.26.108,vct_new,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,
,,2,7.3877,3.017545944,1.1622,0,5,5,2,1,stim/fif_g.wav,Prolific 603e86969a3fd3ec23e64a13,001,2022-03-09_13h10.26.108,vct_new,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,
,,2,1.7518,2.997168093,0.5415,0,6,6,7,1,stim/pof_g.wav,Prolific 603e86969a3fd3ec23e64a13,001,2022-03-09_13h10.26.108,vct_new,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,
,,1,2.0345,2.997168093,0.6391,0,7,7,5,1,stim/paf_g.wav,Prolific 603e86969a3fd3ec23e64a13,001,2022-03-09_13h10.26.108,vct_new,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,
,,2,1.0717,2.997168093,0.4826,1,0,8,7,1,stim/pof_g.wav,Prolific 603e86969a3fd3ec23e64a13,001,2022-03-09_13h10.26.108,vct_new,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,
,,4,4.7831,2.99419756,0.5979,1,1,9,4,1,stim/p_schwa_g.wav,Prolific 603e86969a3fd3ec23e64a13,001,2022-03-09_13h10.26.108,vct_new,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,
,,1,1.825,4.062242554,0.877,1,2,10,1,1,stim/faf_g.wav,Prolific 603e86969a3fd3ec23e64a13,001,2022-03-09_13h10.26.108,vct_new,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,
,,1,1.5538,3.980632129,0.5429,1,3,11,5,1,stim/paf_g.wav,Prolific 603e86969a3fd3ec23e64a13,001,2022-03-09_13h10.26.108,vct_new,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,
,,1,2.1534,3.963105989,0.506,1,4,12,0,1,stim/f_schwa_g.wav,Prolific 603e86969a3fd3ec23e64a13,001,2022-03-09_13h10.26.108,vct_new,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,
,,3,1.4342,3.963105989,0.4851,1,5,13,6,1,stim/piep_g.wav,Prolific 603e86969a3fd3ec23e64a13,001,2022-03-09_13h10.26.108,vct_new,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,
,,1,2.1346,2.971779943,0.6717,1,6,14,3,1,stim/fof_g.wav,Prolific 603e86969a3fd3ec23e64a13,001,2022-03-09_13h10.26.108,vct_new,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,
,,3,1.6856,3.984771071,0.7737,1,7,15,2,1,stim/fif_g.wav,Prolific 603e86969a3fd3ec23e64a13,001,2022-03-09_13h10.26.108,vct_new,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,
,,1,1.8999,2.953085393,0.7002,2,0,16,1,1,stim/faf_g.wav,Prolific 603e86969a3fd3ec23e64a13,001,2022-03-09_13h10.26.108,vct_new,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,
,,3,1.9867,4.057271863,0.8603,2,1,17,6,1,stim/piep_g.wav,Prolific 603e86969a3fd3ec23e64a13,001,2022-03-09_13h10.26.108,vct_new,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,
,,3,1.5637,3.977938847,0.8879,2,2,18,2,1,stim/fif_g.wav,Prolific 603e86969a3fd3ec23e64a13,001,2022-03-09_13h10.26.108,vct_new,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,
,,2,2.1173,2.904764734,0.7878,2,3,19,3,1,stim/fof_g.wav,Prolific 603e86969a3fd3ec23e64a13,001,2022-03-09_13h10.26.108,vct_new,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,
