key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,stim1,stim2,distance,isCorrect
space,7.789,1,32.706,2.102222222,7.391,0,0,0,4,1,stim/p_schwa_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,2,5.254,4.16,3.137,0,1,1,1,1,stim/faf_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,2,4.868,4.493333333,1.414,0,2,2,3,1,stim/fof_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,3,10.335,4.857777778,1.913,0,3,3,6,1,stim/piep_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,1,6.118,2.137777778,2.245,0,4,4,5,1,stim/paf_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,7,6.867,4.511111111,1.333,0,5,5,2,1,stim/fif_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,5,5.826,4.075555556,0.964,0,6,6,7,1,stim/pof_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,1,7.567,1.248888889,1.538,0,7,7,0,1,stim/f_schwa_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,5,3.639,3.057777778,1.38,1,0,8,3,1,stim/fof_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,2,5.817,2.346666667,1.187,1,1,9,5,1,stim/paf_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,1,6.772,3.213333333,2.504,1,2,10,4,1,stim/p_schwa_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,1,2.621,4.76,1.457,1,3,11,1,1,stim/faf_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,1,7.899,3.142222222,1.312,1,4,12,0,1,stim/f_schwa_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,3,2.854,4.946666667,1.671,1,5,13,6,1,stim/piep_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,7,7.886,4.862222222,1.362,1,6,14,2,1,stim/fif_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,5,3.341,3.902222222,0.865,1,7,15,7,1,stim/pof_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,1,6.987,2.075555556,1.113,2,0,16,5,1,stim/paf_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,2,8.861,3.711111111,1.574,2,1,17,7,1,stim/pof_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,3,2.801,4.848888889,1.466,2,2,18,6,1,stim/piep_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,2,6.035,3.773333333,1.121,2,3,19,3,1,stim/fof_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,2,2.617,3.76,0.633,2,4,20,1,1,stim/faf_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,3,4.593,4.635555556,1.107,2,5,21,2,1,stim/fif_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,1,11.145,2.275555556,1.161,2,6,22,4,1,stim/p_schwa_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,1,2.726,2.782222222,0.796,2,7,23,0,1,stim/f_schwa_g.wav,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,,,,,,,,,,,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,1,1,0.867,0,0,0,31,1,stim/Step_5.wav,stim/Step_4.wav,1,1
,,,,,,,,,,,,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,0,0,0.8,0,1,1,6,1,stim/Step_1.wav,stim/Step_7.wav,-6,1
,,,,,,,,,,,,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,1,0,0.683,0,2,2,0,1,stim/Step_1.wav,stim/Step_1.wav,0,0
,,,,,,,,,,,,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,0,0,0.698,0,3,3,5,1,stim/Step_1.wav,stim/Step_6.wav,-5,1
,,,,,,,,,,,,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,1,1,1.267,0,4,4,19,1,stim/Step_3.wav,stim/Step_6.wav,-3,1
,,,,,,,,,,,,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,1,1,0.705,0,5,5,38,1,stim/Step_6.wav,stim/Step_4.wav,2,1
,,,,,,,,,,,,61007de25d1a5d74904865cd,001,2022-03-09_16h58.50.609,vct_new,2021.2.3,MacIntel,58.82352941,1,1,0.925,0,6,6,47,1,stim/Step_7.wav,stim/Step_6.wav,1,1
