key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,stim1,stim2,distance,isCorrect
space,23.922,3,14.635,4.982222222,16.667,0,0,0,6,1,stim/piep_g.wav,5fed41e3e14422f5e308c6e5,001,2022-03-09_17h19.01.518,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,1,15.292,4,10.565,0,1,1,5,1,stim/paf_g.wav,5fed41e3e14422f5e308c6e5,001,2022-03-09_17h19.01.518,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,3,14.161,4.977777778,3.262,0,2,2,2,1,stim/fif_g.wav,5fed41e3e14422f5e308c6e5,001,2022-03-09_17h19.01.518,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,4,30.452,3.995555556,2.461,0,3,3,4,1,stim/p_schwa_g.wav,5fed41e3e14422f5e308c6e5,001,2022-03-09_17h19.01.518,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,2,6.985,4.977777778,2.944,0,4,4,7,1,stim/pof_g.wav,5fed41e3e14422f5e308c6e5,001,2022-03-09_17h19.01.518,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,4,21.584,1.564444444,6.988,0,5,5,0,1,stim/f_schwa_g.wav,5fed41e3e14422f5e308c6e5,001,2022-03-09_17h19.01.518,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,2,5.932,4.982222222,1.991,0,6,6,3,1,stim/fof_g.wav,5fed41e3e14422f5e308c6e5,001,2022-03-09_17h19.01.518,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,1,4.964,4.595555556,2.074,0,7,7,1,1,stim/faf_g.wav,5fed41e3e14422f5e308c6e5,001,2022-03-09_17h19.01.518,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,3,11.65,4.968888889,2.227,1,0,8,2,1,stim/fif_g.wav,5fed41e3e14422f5e308c6e5,001,2022-03-09_17h19.01.518,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
,,4,26.422,3.008888889,2.226,1,1,9,4,1,stim/p_schwa_g.wav,5fed41e3e14422f5e308c6e5,001,2022-03-09_17h19.01.518,vct_new,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,
