key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,slider_2.response,slider_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran
1,2.222,space,15.381,5,31.321,3,5.706,0,0,0,2,1,stim/peuf_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
,,,,3,11.91,4.020352782,1.958,0,1,1,6,1,stim/feuf_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
,,,,7,9.294,4.020352782,1.499,0,2,2,1,1,stim/pief_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
,,,,2,4.362,5,1.838,0,3,3,4,1,stim/fof_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
,,,,4,7.26,1.990502035,2.5,0,4,4,0,1,stim/pof_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
,,,,3,3.096,3.998643148,1.216,0,5,5,5,1,stim/fief_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
,,,,1,9.632,1.512890095,1.339,0,6,6,3,1,stim/p_schwa_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
,,,,2,3.33,3.542740841,1.768,0,7,7,7,1,stim/f_schwa_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
,,,,4,7.274,4.080054274,1.168,1,0,8,2,1,stim/peuf_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
,,,,3,2.799,3.993215739,0.715,1,1,9,5,1,stim/fief_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
,,,,6,3.71,3.016282225,1.251,1,2,10,6,1,stim/feuf_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
,,,,7,5.996,2.527815468,2.238,1,3,11,1,1,stim/pief_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
,,,,2,3.993,2.696065129,1.433,1,4,12,3,1,stim/p_schwa_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
,,,,2,4.708,2.256445047,1.463,1,5,13,7,1,stim/f_schwa_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
,,,,4,9.971,1.936227951,0.854,1,6,14,0,1,stim/pof_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
,,,,4,7.611,3.217096336,1.038,1,7,15,4,1,stim/fof_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
,,,,7,5.303,3.369063772,1.423,2,0,16,1,1,stim/pief_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
,,,,6,3.23,3.005427408,1.6,2,1,17,6,1,stim/feuf_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
,,,,4,7.283,2.321573948,1.435,2,2,18,0,1,stim/pof_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
,,,,3,5.117,3.613297151,1.224,2,3,19,5,1,stim/fief_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
,,,,6,6.37,2.560379919,2.429,2,4,20,2,1,stim/peuf_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
,,,,2,8.984,2.891451832,1.899,2,5,21,3,1,stim/p_schwa_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
,,,,1,9.101,1.995929444,1.073,2,6,22,4,1,stim/fof_g.wav,,001,2022-03-23_16h04.47.592,task,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,
